planetName,hostName,defaultParameterSet,starsNu,planetsNu,discMethod,discYear,discFacility,solutionType
TOI-2128 b,TOI-2128,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2266 b,TOI-2266,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2266 b,TOI-2266,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2368 b,TOI-2368,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2368 b,TOI-2368,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2374 b,TOI-2374,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2374 b,TOI-2374,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2379 b,TOI-2379,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2379 b,TOI-2379,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-238 b,TOI-238,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-238 b,TOI-238,0,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-238 b,TOI-238,0,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-238 c,TOI-238,1,1,2,Radial Velocity,2024,Multiple Observatories,Published Confirmed
TOI-2384 b,TOI-2384,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2384 b,TOI-2384,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2447 b,TOI-2447,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2447 b,TOI-2447,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2529 b,TOI-2529,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-2529 b,TOI-2529,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-260 b,TOI-260,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-260 b,TOI-260,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-260 b,TOI-260,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-261.01,TOI-261,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-261.01,TOI-261,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2714 b,TOI-2714,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2714 b,TOI-2714,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-286 b,TOI-286,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-286 b,TOI-286,0,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-286 c,TOI-286,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-286 c,TOI-286,0,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2981 b,TOI-2981,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-2981 b,TOI-2981,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3071 b,TOI-3071,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-3071 b,TOI-3071,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3261 b,TOI-3261,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3261 b,TOI-3261,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-329 b,TOI-329,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-329 b,TOI-329,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3321 b,TOI-3321,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3321 b,TOI-3321,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-3353.01,TOI-3353,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3353.01,TOI-3353,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-3568 b,TOI-3568,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-3568 b,TOI-3568,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3894 b,TOI-3894,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-3894 b,TOI-3894,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3894 b,TOI-3894,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3894 b,TOI-3894,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3919 b,TOI-3919,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-3919 b,TOI-3919,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-406.01,TOI-406,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-406.01,TOI-406,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4153 b,TOI-4153,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4153 b,TOI-4153,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4336 A b,TOI-4336 A,1,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4336 A b,TOI-4336 A,0,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4379 b,TOI-4379,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4379 b,TOI-4379,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4438 b,TOI-4438,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4438 b,TOI-4438,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4443.01,TOI-4443,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4443.01,TOI-4443,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4495.01,TOI-4495,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4495.01,TOI-4495,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4515 b,TOI-4515,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4515 b,TOI-4515,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4527.01,TOI-4527,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4527.01,TOI-4527,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4559 b,TOI-4559,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4559 b,TOI-4559,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4562 c,TOI-4562,1,1,2,Transit Timing Variations,2024,Multiple Observatories,Published Confirmed
TOI-4602.01,TOI-4602,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4602.01,TOI-4602,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4633 c,TOI-4633,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4633 c,TOI-4633,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-480 b,TOI-480,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-480 b,TOI-480,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-4914 b,TOI-4914,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-4914 b,TOI-4914,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5076 b,TOI-5076,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5076 b,TOI-5076,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5082.01,TOI-5082,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5082.01,TOI-5082,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5218 b,TOI-5218,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5218 b,TOI-5218,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5232 b,TOI-5232,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5232 b,TOI-5232,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5301 b,TOI-5301,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5301 b,TOI-5301,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5301 b,TOI-5301,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5301 b,TOI-5301,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5388.01,TOI-5388,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5388.01,TOI-5388,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5616 b,TOI-5616,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5616 b,TOI-5616,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5634 A b,TOI-5634 A,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5634 A b,TOI-5634 A,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5720 b,TOI-5720,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5720 b,TOI-5720,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-5799 b,TOI-5799,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-5799 b,TOI-5799,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-6008 b,TOI-6008,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-6008 b,TOI-6008,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-6029 b,TOI-6029,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-6029 b,TOI-6029,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-6034 b,TOI-6034,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-6034 b,TOI-6034,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-6086 b,TOI-6086,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-6086 b,TOI-6086,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-6255 b,TOI-6255,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-6255 b,TOI-6255,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-654.01,TOI-654,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-654.01,TOI-654,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-663 b,TOI-663,0,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-663 b,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-663 c,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-663 c,TOI-663,0,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-663 d,TOI-663,0,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-663 d,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-757 b,TOI-757,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-757 b,TOI-757,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-762 A b,TOI-762 A,0,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-762 A b,TOI-762 A,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-771 b,TOI-771,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-771 b,TOI-771,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-782 b,TOI-782,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-782 b,TOI-782,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-815 b,TOI-815,0,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-815 b,TOI-815,1,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-815 c,TOI-815,1,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-815 c,TOI-815,0,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-871 b,TOI-871,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-871 b,TOI-871,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-880.02,TOI-880,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
TOI-880.02,TOI-880,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-907.01,TOI-907,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
TOI-907.01,TOI-907,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
Teegarden's Star d,Teegarden's Star,1,1,3,Radial Velocity,2024,Multiple Observatories,Published Confirmed
UCAC3 113-933 b,UCAC3 113-933,1,1,1,Imaging,2024,Multiple Observatories,Published Confirmed
UCAC4 328-061594 b,UCAC4 328-061594,1,1,1,Imaging,2024,Multiple Observatories,Published Confirmed
Wolf 327 b,Wolf 327,0,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
Wolf 327 b,Wolf 327,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
75 Cet c,75 Cet,1,2,2,Radial Velocity,2023,Okayama Astrophysical Observatory,Published Confirmed
AF Lep b,AF Lep,0,1,1,Imaging,2023,Paranal Observatory,Published Confirmed
AF Lep b,AF Lep,1,1,1,Imaging,2023,Paranal Observatory,Published Confirmed
AF Lep b,AF Lep,0,1,1,Imaging,2023,Paranal Observatory,Published Confirmed
AU Mic d,AU Mic,1,1,3,Transit Timing Variations,2023,Multiple Observatories,Published Confirmed
BD-210397 b,BD-210397,1,1,2,Radial Velocity,2023,La Silla Observatory,Published Confirmed
BD-210397 c,BD-210397,1,1,2,Radial Velocity,2023,La Silla Observatory,Published Confirmed
BD-210397 c,BD-210397,0,1,2,Radial Velocity,2023,La Silla Observatory,Published Confirmed
DMPP-4 b,DMPP-4,1,1,1,Radial Velocity,2023,Multiple Observatories,Published Confirmed
EPIC 229004835 b,EPIC 229004835,0,1,1,Transit,2023,K2,Published Candidate
EPIC 229004835 b,EPIC 229004835,0,1,1,Transit,2023,K2,Published Candidate
EPIC 229004835 b,EPIC 229004835,1,1,1,Transit,2023,K2,Published Confirmed
GJ 1151 c,GJ 1151,1,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed
GJ 328 c,GJ 328,1,1,2,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed
GJ 367 c,GJ 367,1,1,3,Radial Velocity,2023,La Silla Observatory,Published Confirmed
GJ 367 d,GJ 367,1,1,3,Radial Velocity,2023,La Silla Observatory,Published Confirmed
GJ 3988 b,GJ 3988,1,1,1,Radial Velocity,2023,Calar Alto Observatory,Published Confirmed
GJ 724 b,GJ 724,1,1,1,Radial Velocity,2023,Calar Alto Observatory,Published Confirmed
GJ 806 b,GJ 806,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
GJ 806 b,GJ 806,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
GJ 806 c,GJ 806,1,1,2,Radial Velocity,2023,Multiple Observatories,Published Confirmed
GJ 9404 b,GJ 9404,1,1,1,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed
HAT-P-2 c,HAT-P-2,1,1,2,Radial Velocity,2023,Multiple Observatories,Published Confirmed
HD 108202 b,HD 108202,1,1,1,Radial Velocity,2023,La Silla Observatory,Published Confirmed
HD 110067 b,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed
HD 110067 c,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed
HD 110067 d,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed
HD 110067 e,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed
HD 110067 f,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed
HD 110067 g,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed
HD 112300 b,HD 112300,1,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,Published Confirmed
HD 112570 b,HD 112570,1,1,1,Radial Velocity,2023,Multiple Observatories,Published Confirmed
HD 135625 b,HD 135625,1,1,1,Radial Velocity,2023,La Silla Observatory,Published Confirmed
HD 135694 b,HD 135694,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 135694 b,HD 135694,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 135694 b,HD 135694,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 154391 b,HD 154391,1,1,1,Radial Velocity,2023,Multiple Observatories,Published Confirmed
HD 15906 b,HD 15906,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 165131 b,HD 165131,0,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed
HD 165131 b,HD 165131,1,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed
HD 167677 b,HD 167677,0,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed
HD 167677 b,HD 167677,1,1,1,Radial Velocity,2023,Multiple Facilities,Published Confirmed
HD 169142 b,HD 169142,1,1,1,Imaging,2023,Paranal Observatory,Published Confirmed
HD 18438 b,HD 18438,1,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,Published Confirmed
HD 185283 b,HD 185283,1,1,1,Radial Velocity,2023,La Silla Observatory,Published Confirmed
HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 207496 b,HD 207496,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 22946 d,HD 22946,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 235088 b,HD 235088,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 235088 b,HD 235088,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 235088 b,HD 235088,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 25463 b,HD 25463,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 25463 b,HD 25463,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 25463 b,HD 25463,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 25463 c,HD 25463,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 25463 c,HD 25463,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 25463 c,HD 25463,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 36384 b,HD 36384,1,1,1,Radial Velocity,2023,Bohyunsan Optical Astronomical Observatory,Published Confirmed
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 42813 b,HD 42813,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
HD 6061 b,HD 6061,0,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate
HD 6061 b,HD 6061,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed
